Controller,timestamp,availability
FLOODLIGHT,04/23/15 23:55:01,0
OPENDAYLICHT,04/23/15 23:56:04,0
POX,04/23/15 23:56:09,100
RYU,04/23/15 23:56:09,0
FLOODLIGHT,04/23/15 23:56:09,0
OPENDAYLICHT,04/23/15 23:57:12,0
POX,04/23/15 23:57:17,100
RYU,04/23/15 23:57:17,0
FLOODLIGHT,04/23/15 23:57:17,0
OPENDAYLICHT,04/23/15 23:58:20,0
POX,04/23/15 23:58:25,100
RYU,04/23/15 23:58:25,0
FLOODLIGHT,04/23/15 23:58:25,0
OPENDAYLICHT,04/23/15 23:59:28,0
POX,04/23/15 23:59:33,100
RYU,04/23/15 23:59:33,0
FLOODLIGHT,04/23/15 23:59:33,0
OPENDAYLICHT,04/24/15 00:00:36,0
POX,04/24/15 00:00:41,100
RYU,04/24/15 00:00:41,0
FLOODLIGHT,04/24/15 00:00:41,0
OPENDAYLICHT,04/24/15 00:01:44,0
POX,04/24/15 00:01:49,100
RYU,04/24/15 00:01:49,0
FLOODLIGHT,04/24/15 00:01:50,0
OPENDAYLICHT,04/24/15 00:02:53,0
POX,04/24/15 00:02:58,100
RYU,04/24/15 00:02:58,0
FLOODLIGHT,04/24/15 00:02:58,0
OPENDAYLICHT,04/24/15 00:04:01,0
POX,04/24/15 00:04:06,100
RYU,04/24/15 00:04:06,0
FLOODLIGHT,04/24/15 00:04:06,0
OPENDAYLICHT,04/24/15 00:05:09,0
POX,04/24/15 00:05:14,100
RYU,04/24/15 00:05:14,0
FLOODLIGHT,04/24/15 00:05:14,0
OPENDAYLICHT,04/24/15 00:06:17,0
POX,04/24/15 00:06:22,100
RYU,04/24/15 00:06:22,0
FLOODLIGHT,04/24/15 00:06:22,0
OPENDAYLICHT,04/24/15 00:07:25,0
POX,04/24/15 00:07:30,100
RYU,04/24/15 00:07:30,0
FLOODLIGHT,04/24/15 00:07:30,0
OPENDAYLICHT,04/24/15 00:08:33,0
POX,04/24/15 00:08:38,100
RYU,04/24/15 00:08:39,0
FLOODLIGHT,04/24/15 00:08:39,0
OPENDAYLICHT,04/24/15 00:09:42,0
POX,04/24/15 00:09:47,100
RYU,04/24/15 00:09:47,0
FLOODLIGHT,04/24/15 00:09:47,0
OPENDAYLICHT,04/24/15 00:10:50,0
POX,04/24/15 00:10:55,100
RYU,04/24/15 00:10:55,0
FLOODLIGHT,04/24/15 00:10:55,0
OPENDAYLICHT,04/24/15 00:11:58,0
POX,04/24/15 00:12:03,100
RYU,04/24/15 00:12:03,0
FLOODLIGHT,04/24/15 00:12:03,0
OPENDAYLICHT,04/24/15 00:13:06,0
POX,04/24/15 00:13:11,100
RYU,04/24/15 00:13:11,0
FLOODLIGHT,04/24/15 00:13:11,0
OPENDAYLICHT,04/24/15 00:14:14,0
POX,04/24/15 00:14:19,100
RYU,04/24/15 00:14:19,0
FLOODLIGHT,04/24/15 00:14:19,0
OPENDAYLICHT,04/24/15 00:15:22,0
POX,04/24/15 00:15:27,100
RYU,04/24/15 00:15:28,0
FLOODLIGHT,04/24/15 00:15:28,0
OPENDAYLICHT,04/24/15 00:16:31,0
POX,04/24/15 00:16:36,100
RYU,04/24/15 00:16:36,0
FLOODLIGHT,04/24/15 00:16:36,0
OPENDAYLICHT,04/24/15 00:17:39,0
POX,04/24/15 00:17:44,100
RYU,04/24/15 00:17:44,0
FLOODLIGHT,04/24/15 00:17:44,0
OPENDAYLICHT,04/24/15 00:18:47,0
POX,04/24/15 00:18:52,100
RYU,04/24/15 00:18:52,0
FLOODLIGHT,04/24/15 00:18:52,0
OPENDAYLICHT,04/24/15 00:19:55,0
POX,04/24/15 00:20:00,100
RYU,04/24/15 00:20:00,0
FLOODLIGHT,04/24/15 00:20:00,0
OPENDAYLICHT,04/24/15 00:21:03,0
POX,04/24/15 00:21:08,100
RYU,04/24/15 00:21:08,0
FLOODLIGHT,04/24/15 00:21:08,0
OPENDAYLICHT,04/24/15 00:22:11,0
POX,04/24/15 00:22:16,100
RYU,04/24/15 00:22:17,0
FLOODLIGHT,04/24/15 00:22:17,0
OPENDAYLICHT,04/24/15 00:23:20,0
POX,04/24/15 00:23:25,100
RYU,04/24/15 00:23:25,0
FLOODLIGHT,04/24/15 00:23:25,0
OPENDAYLICHT,04/24/15 00:24:28,0
POX,04/24/15 00:24:33,100
RYU,04/24/15 00:24:33,0
FLOODLIGHT,04/24/15 00:24:33,0
OPENDAYLICHT,04/24/15 00:25:36,0
POX,04/24/15 00:25:41,100
RYU,04/24/15 00:25:41,0
FLOODLIGHT,04/24/15 00:25:41,0
OPENDAYLICHT,04/24/15 00:26:44,0
POX,04/24/15 00:26:49,100
RYU,04/24/15 00:26:49,0
FLOODLIGHT,04/24/15 00:26:49,0
OPENDAYLICHT,04/24/15 00:27:52,0
POX,04/24/15 00:27:57,100
RYU,04/24/15 00:27:57,0
FLOODLIGHT,04/24/15 00:27:57,0
OPENDAYLICHT,04/24/15 00:29:00,0
POX,04/24/15 00:29:05,100
RYU,04/24/15 00:29:05,0
FLOODLIGHT,04/24/15 00:29:06,0
OPENDAYLICHT,04/24/15 00:30:09,0
POX,04/24/15 00:30:14,100
RYU,04/24/15 00:30:14,0
FLOODLIGHT,04/24/15 00:30:14,0
OPENDAYLICHT,04/24/15 00:31:17,0
POX,04/24/15 00:31:22,100
RYU,04/24/15 00:31:22,0
FLOODLIGHT,04/24/15 00:31:22,0
OPENDAYLICHT,04/24/15 00:32:25,0
POX,04/24/15 00:32:30,100
RYU,04/24/15 00:32:30,0
FLOODLIGHT,04/24/15 00:32:30,0
OPENDAYLICHT,04/24/15 00:33:33,0
POX,04/24/15 00:33:38,100
RYU,04/24/15 00:33:38,0
FLOODLIGHT,04/24/15 00:33:38,0
OPENDAYLICHT,04/24/15 00:34:41,0
POX,04/24/15 00:34:46,100
RYU,04/24/15 00:34:46,0
FLOODLIGHT,04/24/15 00:34:46,0
OPENDAYLICHT,04/24/15 00:35:49,0
POX,04/24/15 00:35:54,100
RYU,04/24/15 00:35:54,0
FLOODLIGHT,04/24/15 00:35:55,0
OPENDAYLICHT,04/24/15 00:36:58,0
POX,04/24/15 00:37:03,100
RYU,04/24/15 00:37:03,0
FLOODLIGHT,04/24/15 00:37:03,0
OPENDAYLICHT,04/24/15 00:38:06,0
POX,04/24/15 00:38:11,100
RYU,04/24/15 00:38:11,0
FLOODLIGHT,04/24/15 00:38:11,0
OPENDAYLICHT,04/24/15 00:39:14,0
POX,04/24/15 00:39:19,100
RYU,04/24/15 00:39:19,0
FLOODLIGHT,04/24/15 00:39:19,0
OPENDAYLICHT,04/24/15 00:40:22,0
POX,04/24/15 00:40:27,100
RYU,04/24/15 00:40:27,0
FLOODLIGHT,04/24/15 00:40:27,0
OPENDAYLICHT,04/24/15 00:41:30,0
POX,04/24/15 00:41:35,100
RYU,04/24/15 00:41:35,0
FLOODLIGHT,04/24/15 00:41:35,0
OPENDAYLICHT,04/24/15 00:42:38,0
POX,04/24/15 00:42:43,100
RYU,04/24/15 00:42:43,0
FLOODLIGHT,04/24/15 00:42:44,0
OPENDAYLICHT,04/24/15 00:43:47,0
POX,04/24/15 00:43:52,100
RYU,04/24/15 00:43:52,0
FLOODLIGHT,04/24/15 00:43:52,0
OPENDAYLICHT,04/24/15 00:44:55,0
POX,04/24/15 00:45:00,100
RYU,04/24/15 00:45:00,0
FLOODLIGHT,04/24/15 00:45:00,0
OPENDAYLICHT,04/24/15 00:46:03,0
POX,04/24/15 00:46:08,100
RYU,04/24/15 00:46:08,0
FLOODLIGHT,04/24/15 00:46:08,0
OPENDAYLICHT,04/24/15 00:47:11,0
POX,04/24/15 00:47:16,100
RYU,04/24/15 00:47:16,0
FLOODLIGHT,04/24/15 00:47:16,0
OPENDAYLICHT,04/24/15 00:48:19,0
POX,04/24/15 00:48:24,100
RYU,04/24/15 00:48:24,0
FLOODLIGHT,04/24/15 00:48:24,0
OPENDAYLICHT,04/24/15 00:49:27,0
POX,04/24/15 00:49:32,100
RYU,04/24/15 00:49:32,0
FLOODLIGHT,04/24/15 00:49:33,0
OPENDAYLICHT,04/24/15 00:50:36,0
POX,04/24/15 00:50:41,100
RYU,04/24/15 00:50:41,0
FLOODLIGHT,04/24/15 00:50:41,0
OPENDAYLICHT,04/24/15 00:51:44,0
POX,04/24/15 00:51:49,100
RYU,04/24/15 00:51:49,0
FLOODLIGHT,04/24/15 00:51:49,0
OPENDAYLICHT,04/24/15 00:52:52,0
POX,04/24/15 00:52:57,100
RYU,04/24/15 00:52:57,0
FLOODLIGHT,04/24/15 00:52:57,0
OPENDAYLICHT,04/24/15 00:54:00,0
POX,04/24/15 00:54:05,100
RYU,04/24/15 00:54:05,0
FLOODLIGHT,04/24/15 00:54:05,0
